순번,개인법인구분_공통,가중치_공통,(쿼터)업종_공통,(쿼터)종사자_공통,(쿼터)지역_공통,(쿼터)기업성장단계_공통,(쿼터)업력_공통,업력_공통,지역_공통,업종_공통,제조업여부_공통,A14_벤처확인유형_공통,A15_회사주소_시도_공통,A15_회사주소_구군_공통,A16_KSIC코드_공통,A161_1단계업종분류_대_공통,A162_2단계업종분류_중_공통,A163_3단계업종분류_소_공통,A21_창업년도_공통,A22_기업성장단계_공통,A23_제조및비제조_공통,A23_2_아웃소싱_공통,A24_스마티공장도입의향_법인,A25_상장여부_법인,A25_상장년도_법인,A25_상장거래소_법인,B11_대표이사_창업자여부_법인,B12_대표이사_성별_법인,B13_대표이사_연령_법인,B14_대표이사_최종학력_법인,B141_대표이사_전공_법인,B141_대표이사_전공_기타_법인,B15_대표이사_이전근무지_법인,B15_대표이사_이전근무지_기타_법인,B16_대표이사_업무경력분야2_0_법인,B16_대표이사_업무경력분야2_1_법인,B16_대표이사_업무경력분야2_2_법인,B16_대표이사_업무경력분야2_3_법인,B16_대표이사_업무경력분야2_4_법인,B16_대표이사_업무경력분야2_5_법인,B16_대표이사_업무경력분야2_6_법인,B16_대표이사_업무경력분야2_7_법인,B16_대표이사_업무경력분야2_기타_법인,B21_창업자_성별_공통,B22_창업주_창업시연령_공통,B23_창업주_창업시최종학력_공통,B231_창업주_창업시전공_공통,B231_창업주_창업시전공_기타_공통,B24_창업주_이전근무지_공통,B24_창업주_이전근무지_기타_공통,B25_창업주_업무경력분야_0_공통,B25_창업주_업무경력분야_1_공통,B25_창업주_업무경력분야_2_공통,B25_창업주_업무경력분야_3_공통,B25_창업주_업무경력분야_4_공통,B25_창업주_업무경력분야_5_공통,B25_창업주_업무경력분야_6_공통,B25_창업주_업무경력분야_7_공통,B25_창업주_업무경력분야_기타_공통,B261_창업방식형태_공통,B262_창업형태_단독공동_법인,B262_2_멤버수_법인,B2631_창업방식_창업자주요역할_0_공통,B2631_창업방식_창업자주요역할_1_공통,B2631_창업방식_창업자주요역할_2_공통,B2631_창업방식_창업자주요역할_3_공통,B2631_창업방식_창업자주요역할_4_공통,B2631_창업방식_창업자주요역할_기타_공통,B2632_창업방식_공동창업자주요역할_0_법인,B2632_창업방식_공동창업자주요역할_1_법인,B2632_창업방식_공동창업자주요역할_2_법인,B2632_창업방식_공동창업자주요역할_3_법인,B2632_창업방식_공동창업자주요역할_4_법인,B2632_창업방식_공동창업자주요역할_기타_법인,B27_창업시목표시장_법인,B28_창업시관련분야실무경험년수_공통,B29_창업주과거창업경험여부_공통,B291_창업경험및결과_성공_공통,B291_창업경험및결과_실패_공통,B291_창업경험및결과_합계_공통,C11_2017년기준_정규직_남_공통,C11_2017년기준_정규직_여_공통,C11_2017년기준_정규직_합계_공통,C11_2018년기준_정규직_남_공통,C11_2018년기준_정규직_여_공통,C11_2018년기준_정규직_합계_공통,C12_2017년기준_비정규직_남_공통,C12_2017년기준_비정규직_여_공통,C12_2017년기준_비정규직_합계_공통,C12_2018년기준_비정규직_남_공통,C12_2018년기준_비정규직_여_공통,C12_2018년기준_비정규직_합계_공통,C13_2017년기준_총종사자_남_공통,C13_2017년기준_총종사자_여_공통,C13_2017년기준_총종사자_합계_공통,C13_2018년기준_총종사자_남_공통,C13_2018년기준_총종사자_여_공통,C13_2018년기준_총종사자_합계_공통,C2_총종사자수_관리_공통,C2_총종사자수_생산_공통,C2_총종사자수_영업_공통,C2_총종사자수_연구개발(RnD)_공통,C2_총종사자수_기타_공통,C2_총종사자수_합계_공통,C3_학력별인력구성비_고졸이하_법인,C3_학력별인력구성비_전문대졸_법인,C3_학력별인력구성비_대졸_법인,C3_학력별인력구성비_석사_법인,C3_학력별인력구성비_박사_법인,C4_예상신규채용_신규채용의사_공통,C4_예상신규채용_2019년하반기_채용인원_공통,C4_예상신규채용_2020년_채용인원_공통,C4_예상신규채용_채용인원합계_공통,C41_신규채용희망학력_고졸이하_법인,C41_신규채용희망학력_전문대졸_법인,C41_신규채용희망학력_대졸_법인,C41_신규채용희망학력_석사_법인,C41_신규채용희망학력_박사_법인,C41_신규채용희망학력_합계_법인,C42_신규채용계획없는주요이유_법인,C42_신규채용계획없는주요이유_기타_사유_법인,C51_구인하기어려운직무_1순위_법인,C51_구인하기어려운직무_2순위_법인,C51_구인하기어려운직무_기타_법인,C52_구인하기어려운직급_1순위_법인,C52_구인하기어려운직급_2순위_법인,D1_지분_창업자_법인,D1_지분_임직원_법인,D1_지분_가족_법인,D1_지분_벤처캐피털_법인,D1_지분_엔젤및엑셀러레이터_법인,D1_지분_개인투자자_법인,D1_지분_합계_법인,D21_재무상태표_2017년_자산총계_공통,D21_재무상태표_2018년_자산총계_공통,D22_재무상태표_2017년_부채총계_공통,D22_재무상태표_2018년_부채총계_공통,D23_재무상태표_2017년_자본총계_공통,D23_재무상태표_2018년_자본총계_공통,D31_2017년_매출액_공통,D31_2018년_매출액_공통,D32_2017년_영업이익_공통,D32_2018년_영업이익_공통,D33_2017년_금융비용_공통,D33_2018년_금융비용_공통,D34_2017년_당기순이익_공통,D34_2018년_당기순이익_공통,D4_매출_대기업(B2B)_공통,D4_매출_12차벤더(B2B)_공통,D4_매출_중소기업(B2B)_공통,D4_매출(B2C)_공통,D4_매출(B2G)_공통,D4_매출_글로벌_공통,D4_매출_합계_공통,D51_연구개발(RnD)_경험여부_공통,D51_연구개발(RnD)_2018년총금액_공통,D52_융자_경험여부_공통,D52_융자_2018년총금액_공통,D53_보증서지원_경험여부_공통,D53_보증서지원_2018년총금액_공통,D54_기타지원_경험여부_공통,D54_기타지원_2018년총금액_공통,D55_합계_2018년총금액_공통,D5_개인사업자_향후법인전환의사여부_개인,D6_신규자금조달규모_법인,D6_신규자금조달_기업공개(IPO)_법인,D6_신규자금조달_캐피탈_법인,D6_신규자금조달_회사채_법인,D6_신규자금조달_정부지원금_법인,D6_신규자금조달_은행_법인,D6_신규자금조달_기타_법인,D6_신규자금조달_합계_법인,D7_투자액_국내설비_법인,D7_투자액_연구개발(RnD)_법인,D7_투자액_해외_법인,D7_투자액_기타_법인,D7_투자액_합계_법인,D8_스톡옵션상황_법인,D81_스톡옵션_실시주요목적_법인,D82_스톡옵션_활용안하는이유_법인,E1_공통_4차산업혁명과관계여부_공통,E11_분야별주력제품관련성_0_공통,E11_분야별주력제품관련성_1_공통,E11_분야별주력제품관련성_2_공통,E21_등록보유_특허권_공통,E21_등록보유_실용신안권_공통,E21_등록보유_디자인권_공통,E21_등록보유_상표권_공통,E21_등록보유_해외산업재산권_공통,E21_등록보유_합계_공통,E22_출원중_특허권_공통,E22_출원중_실용신안권_공통,E22_출원중_디자인권_공통,E22_출원중_상표권_공통,E22_출원중_해외산업재산권_공통,E22_출원중_합계_공통,E3_획득중인해외특허_0_법인,E3_획득중인해외특허_1_법인,E3_획득중인해외특허_2_법인,E4_제품및서비스구조_법인,E5_세계유일의기술보유여부_법인,E61_기술력수준비교_세계_법인,E62_기술력수준비교_국내_법인,E7_연구개발관련전담부서보유여부_법인,F11_개발역량_법인,F12_제조역량_법인,F13_마케팅역량_법인,F21_경쟁전략초점정도_원가우위수준_법인,F22_경쟁전략초점정도_고부가가치화수준_법인,F31_비즈니스모델혁신정도_명확한정리_법인,F32_비즈니스모델혁신정도_혁신_법인,F4_장기적성장전망성_법인,G1_자체브랜드보유여부_공통,G11_자체브랜드보유개수_공통,G2_영업및마케팅방식_0_공통,G2_영업및마케팅방식_기타_공통,G31_국내시장점유율_법인,G32_글로벌시장점유율_법인,G4_글로벌사업방식_법인,G41_해외지사설치여부_법인,G51_글로벌시장진출지역_0_법인,G51_글로벌시장진출지역_1_법인,G51_글로벌시장진출지역_2_법인,G51_글로벌시장진출지역_3_법인,G51_글로벌시장진출지역_4_법인,G51_글로벌시장진출지역_5_법인,G51_글로벌시장진출지역_6_법인,G51_글로벌시장진출지역_기타_법인,G52_직-간접수출지역_0_법인,G52_직-간접수출지역_1_법인,G52_직-간접수출지역_2_법인,G52_직-간접수출지역_3_법인,G52_직-간접수출지역_4_법인,G52_직-간접수출지역_5_법인,G52_직-간접수출지역_6_법인,G52_직-간접수출지역_기타_법인,G6_해외수출시애로사항_1순위_법인,G6_해외수출시애로사항_2순위_법인,G6_해외수출시애로사항_기타_법인,H1_선호협력기관_메인파트너_1순위_공통,H1_선호협력기관_메인파트너_2순위_공통,H11_협력활동유형_공통,H11_협렵활동도움정도_공통,H11_협력활동유형_기타_공통,H12_협력활동유형_공통,H12_협렵활동도움정도_공통,H12_협력활동유형_기타_공통,H13_협력활동유형_공통,H13_협렵활동도움정도_공통,H13_협력활동유형_기타_공통,H14_협력활동유형_공통,H14_협렵활동도움정도_공통,H14_협력활동유형_기타_공통,H15_협력활동유형_공통,H15_협렵활동도움정도_공통,H15_협력활동유형_기타_공통,H21_협력의사_공통,H21_협력희망분야_공통,H21_협력희망분야_기타_공통,H22_협력의사_공통,H22_협력희망분야_공통,H22_협력희망분야_기타_공통,H23_협력의사_공통,H23_협력희망분야_공통,H23_협력희망분야_기타_공통,H24_협력의사_공통,H24_협력희망분야_공통,H24_협력희망분야_기타_공통,H25_협력의사_공통,H25_협력희망분야_공통,H25_협력희망분야_기타_공통,I1_크라우드펀딩받은경험_법인,I2_엔젤투자자투자받은경험_법인,I3_밴처캐피탈투자받은경험_법인,I31_투자한벤처캐피탈역할_법인,I321_도움여부_법인,I321_도움정도_법인,I322_도움여부_법인,I322_도움정도_법인,I323_도움여부_법인,I323_도움정도_법인,I324_도움여부_법인,I324_도움정도_법인,I325_도움여부_법인,I325_도움정도_법인,I326_도움여부_법인,I326_도움정도_법인,I327_도움여부_법인,I327_도움정도_법인,I4_인수합병의향_법인,I5_인수합병응할의향_법인,I6_인수합병(MnA)환경개선을위해필요한것_1순위_법인,I6_인수합병(MnA)환경개선을위해필요한것_2순위_법인,J11_납품단가_법인,J11_단가변동폭_법인,J12_납품단가_법인,J12_단가변동폭_법인,J13_납품단가_법인,J13_단가변동폭_법인,J14_납품단가_법인,J14_단가변동폭_법인,J21_현재이익률_법인,J21_희망적정이익률_법인,J22_현재이익률_법인,J22_희망적정이익률_법인,J23_현재이익률_법인,J23_희망적정이익률_법인,J24_현재이익률_법인,J24_희망적정이익률_법인,J31_불공정거래경험여부_법인,J31_불공정거래심각성정도_법인,J32_불공정거래경험여부_법인,J32_불공정거래심각성정도_법인,J33_불공정거래경험여부_법인,J33_불공정거래심각성정도_법인,J34_불공정거래경험여부_법인,J34_불공정거래심각성정도_법인,J4_기업간거래시주요애로사항_1순위_법인,J4_기업간거래시주요애로사항_2순위_법인,K11_기술개발촉진효과_공통,K12_기업이미지제고등광고효과_공통,K13_세제혜택효과_공통,K14_우수인력확보에유리_공통,K15_입지선정시유리_공통,K16_자금조달및투자유인효과_공통,K17_정부지원제도참여에유리_공통,K18_창업관련규제완화효과_공통,K21_인수합병(MnA)활성화를위한제도개선_공통,K22_벤처관련규제완화_공통,K23_창업및기업가적능력개발을위한교육_공통,K24_기업가정신을고취하는사회분위기_공통,K25_벤처투자활성화_법인_공통,K31_실천하고있는사회적책임_0_법인,K31_실천하고있는사회적책임_1_법인,K31_실천하고있는사회적책임_기타_법인,K32_향후사회적책임실천할계획여부_법인,K41_신기술개발애로_공통,K42_개발된기술의사업화애로_공통,K43_국내판로개척애로_공통,K44_해외시장개척애로_공통,K45_필요인력의확보및유지관리애로_공통,K46_자금조달_운용등자금관리애로_공통,K47_기술유출_디자인및상표도용애로_공통,K48_업계내의과당경쟁및덤핑애로_공통,K49_법률회계세무관련지식부족애로_공통,K410_조직관리애로_공통,K411_환율변동애로_공통,K412_특허분쟁애로_공통,K413_각종규제애로_공통,K414_산-학-연간협력활동애로_공통,K415_불공정한시장질서애로_공통
1522,법인,8.9,4,2,2,3,2,7,25,26429,1,2,대전,유성구,C26429,C,26,264,2012,3,2,80,2,4,,,2,1,50,2,1,,6,,1,,,,,,,,,1,3,2,1,,6,,1,3,,,,,,,,3,1,,4,,,,,,,,,,,,1,0,2,,,,7,2,9,8,2,10,0,0,0,0,0,0,7,2,9,8,2,10,5,0,0,5,0,10,0,0,90,10,0,2,,,,,,,,,,1,,4,5,,2,1,90,10,0,0,0,0,100,1125,1017,594,386,531,632,2445,3336,204,170,8,10,22,121,0,90,0,0,10,0,100,1,200,2,,2,,2,,200,,250,0,0,0,80,20,0,100,0,238,0,0,238,4,,3,1,5,12,15,10,0,0,0,0,10,0,0,1,0,0,1,3,,,3,2,4,3,3,4,4,3,3,3,3,3,4,2,,3,,1,0,4,,,,,,,,,,,,,,,,,,2,7,,1,2,2,4,,10,4,,,,,,,,,,,2,,,2,,,2,,,1,11,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,1,4,,,2,,,,,,,,15,20,,,,,,,,,,,,,7,9,3,1,2,2,2,3,4,3,3,3,4,2,4,7,,,2,4,3,5,5,4,3,2,2,2,3,1,1,2,2,2
1523,법인,8.379,7,4,1,3,2,7,31,58222,2,3,경기,성남시 분당구,J58222,J,58,582,2012,3,1,,2,4,,,2,2,51,2,3,,4,,5,,,,,,,,,1,1,1,1,,2,,8,,,,,,,,,3,1,,1,,,,,,,,,,,,1,10,2,,,,25,30,55,27,30,57,2,0,2,2,1,3,27,30,57,29,31,60,5,40,15,0,0,60,0,5,82,10,3,1,2,1,3,0,0,3,0,0,3,,,5,4,,2,3,59,14,12,10,0,5,100,13243,4714,1656,2169,11587,2545,3743,3326,-805,-4987,8,6,-809,-4901,40,0,20,10,30,0,100,2,,1,762,2,,2,,762,,762,0,0,0,100,0,0,100,211,0,0,0,211,3,4,,1,13,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,2,2,5,4,3,4,3,4,4,3,4,1,4,3,,80,0,4,,,,,,,,,,,,,,,,,,6,2,,1,3,3,4,,,,,6,3,,,,,,,,1,3,,2,,,2,,,2,,,2,,,2,2,1,1,,,,,,,,,,,,,,,2,2,4,3,2,,,,2,,,,20,30,,,15,20,,,,,,,,,,,2,3,4,4,3,4,2,3,3,3,2,3,4,4,4,7,,,1,3,4,2,3,2,5,5,2,3,2,2,3,3,4,3
1524,법인,2.7,1,5,2,2,2,7,25,31311,1,3,대전,유성구,C31311,C,31,313,2012,2,1,,2,3,,,2,1,48,1,1,,6,,5,,,,,,,,,1,5,2,5,행정관리,8,,8,,,,,,,,감사관,3,1,,3,,,,,,,,,,,,1,30,2,,,,134,17,151,133,19,152,0,0,0,0,0,0,134,17,151,133,19,152,22,28,8,73,21,152,9,9,51,24,7,1,10,0,10,5,0,3,2,0,10,,,2,4,,2,1,0,0,83,0,0,17,100,34752,29569,18788,11481,15964,18088,34964,35125,3218,2958,135,114,2432,2429,50,0,0,0,50,0,100,2,,2,,2,,2,,,,,,,,,,,,0,999,0,0,999,1,2,,1,2,11,,24,0,0,0,0,24,0,0,0,0,0,0,3,,,2,1,1,1,2,4,4,4,4,4,3,3,4,2,,1,,40,0,4,,,,,,,,,,,,,,,,,,3,2,,2,1,3,4,,2,4,,,,,,,,,,,1,3,,1,2,,1,8,,1,1,,1,12,,2,2,2,,,,,,,,,,,,,,,,2,1,3,5,2,,,,,,,,7,15,,,,,,,,,,,,,,,2,8,4,2,4,4,4,4,4,4,3,4,2,2,4,4,,,1,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3
1525,법인,1.727,10,4,2,2,2,6,33,1140,2,3,충북,진천군,A01140,A,1,11,2013,2,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,1,3,1,,2,,8,,,,,,,,,2,2,2,1,,,,,,1,,,,,,3,0,2,,,,37,6,43,40,37,77,0,0,0,0,0,0,37,6,43,40,37,77,6,64,4,3,0,77,5,5,85,5,1,1,1,1,2,0,0,2,0,0,2,,,5,2,,2,1,2,24,0,34,40,0,100,18224,26051,4996,3207,13229,22844,6042,8542,-3735,-5148,109,127,-3861,-5226,0,0,0.74,98.76,0,0.5,100,2,,1,700,2,,2,,700,,718,0,3,0,97,0,0,100,373,875,0,0,1248,4,,2,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,4,3,3,4,3,4,3,3,3,1,1,4,,20,1,1,2,,,,,,,,,5,7,,,,,,"사우디 아라비아,",3,2,,,,,,,,,,,,,,,,,,,1,3,,2,,,2,,,2,,,2,,,2,1,1,1,,,,,,,,,,,,,,,2,2,4,3,,,,,2,,2,,,,,,10,30,20,30,,,,,,,,,9,10,3,3,2,2,2,3,2,2,3,3,3,2,3,2,5,,2,3,3,2,4,3,3,3,2,2,2,3,3,4,4,3
1526,법인,69.188,6,1,2,3,2,6,33,22211,1,2,충북,청주시 서원구,C22211,C,22,222,2013,3,2,30,2,4,,,1,,,,,,,,,,,,,,,,,1,3,3,1,,5,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,23,1,1,1,2,6,1,7,6,1,7,0,0,0,0,0,0,6,1,7,6,1,7,1,3,2,0,1,7,0,0,100,0,0,1,0,2,2,0,0,2,0,0,2,,,5,3,,2,1,100,0,0,0,0,0,100,1740,2086,1676,1921,64,165,1870,1921,140,151,46,50,94,100,0,70,0,30,0,0,100,1,600,2,,2,,2,,600,,600,0,0,0,100,0,0,100,320,0,0,0,320,4,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,1,2,2,2,5,4,4,3,3,3,3,4,4,2,,3,,1,0,4,,,,,,,,,,,,,,,,,,3,5,,3,,,,,,,,4,4,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,4,5,,,2,,,,,,,,13,20,,,,,,,,,,,,,9,8,3,3,3,3,4,3,4,3,3,4,3,4,4,5,3,,1,3,4,3,4,3,4,4,3,3,4,3,3,4,3,3
1527,법인,5.889,2,3,2,4,2,6,25,21300,1,4,대전,유성구,C21300,C,21,213,2013,4,1,,1,3,,,2,1,50,3,2,,6,,5,,,,,,,,,1,2,3,2,,5,,4,,,,,,,,,1,1,,1,,,,,,,,,,,,3,0,2,,,,33,13,46,36,13,49,0,0,0,0,0,0,33,13,46,36,13,49,8,15,8,18,0,49,14,9,41,29,7,1,2,0,2,0,0,2,0,0,2,,,5,6,,2,1,80,20,0,0,0,0,100,24557,25558,1930,1623,22627,23935,15905,11388,252,-879,379,215,-3131,-1498,0,20,0,0,0,80,100,1,650,2,,2,,2,,650,,650,0,0,0,100,0,0,100,285,1205,0,0,1490,3,3,,2,,,,45,0,0,4,0,49,0,0,0,0,0,0,3,,,2,2,3,3,2,3,3,2,3,3,3,3,4,1,1,2,,15,10,3,2,,,,,,,,,3,,,,,,,,7,5,,2,5,10,3,,6,3,,,,,,,,12,3,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,1,4,,,2,,,,2,,,,20,30,,,10,10,,,,,,,,,4,7,3,3,3,3,3,3,4,3,3,3,2,2,2,3,,,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
1528,법인,9.188,9,3,2,3,2,6,25,73909,2,2,대전,유성구,M73909,M,73,739,2013,3,4,,2,3,,,1,,,,,,,,,,,,,,,,,1,2,2,1,,6,,1,3,4,,,,,,,3,2,2,3,,,,,,1,4,,,,,1,0,1,1,0,1,16,8,24,23,13,36,0,0,0,1,1,2,16,8,24,24,14,38,11,0,15,10,2,38,17,22,56,6,0,1,5,10,15,2,5,7,1,0,15,,,5,4,,2,1,46,44,0,7,2,1,100,2710,5040,2205,3636,505,1404,2367,3569,-693,-1680,73,144,-487,-1809,16.8,0,0.3,82.9,0,0,100,1,441,1,300,1,969,1,7,1717,,1927,0,0,0,89,0,11,100,1575,460,0,0,2035,3,3,,1,5,12,19,4,0,0,2,0,6,16,0,0,2,0,18,3,,,2,2,3,2,2,3,3,2,3,3,4,4,4,1,3,3,,2,0,4,,,,,,,,,,,,,,,,,,4,7,,3,4,3,3,,,,,3,4,,9,4,,,,,1,2,,1,11,,1,3,,1,6,,1,12,,1,1,1,1,,,,,,,,,,,,,,,1,1,4,2,2,,,,3,5,,,5,15,,,5,19,,,,,,,,,,,2,4,2,3,3,3,3,4,4,3,2,3,3,3,3,1,2,,1,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3
1529,법인,62.606,7,1,2,2,2,5,25,58222,2,2,대전,서구,J58222,J,58,582,2014,2,1,,1,4,,,1,,,,,,,,,,,,,,,,,1,2,3,4,,6,,3,5,,,,,,,,3,1,,1,,,,,,,,,,,,1,10,2,,,,4,5,9,4,1,5,0,0,0,0,0,0,4,5,9,4,1,5,1,0,1,3,0,5,0,40,60,0,0,1,1,1,2,0,0,2,0,0,2,,,5,3,,2,3,100,0,0,0,0,0,100,523,459,370,303,153,156,355,444,16,8,7,10,74,10,0,0,60,20,20,0,100,2,,2,,2,,1,96,96,,480,0,0,0,20,80,0,100,20,133,0,10,163,3,1,,1,3,7,13,3,0,0,2,0,5,2,0,0,0,0,2,3,,,2,2,3,3,2,4,4,4,4,5,4,5,5,2,,4,,20,0,4,,,,,,,,,,,,,,,,,,2,7,,3,1,4,4,,,,,4,4,,,,,,,,1,2,,2,,,1,4,,1,3,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,5,6,,,,,2,,,,,,,,30,35,,,,,,,,,,,2,3,4,4,4,4,4,4,4,4,3,4,4,3,4,1,2,,1,3,3,2,5,3,3,2,2,3,2,2,1,1,2,3
1530,법인,62.606,7,1,2,1,2,4,25,58221,2,2,대전,서구,J58221,J,58,582,2015,1,2,20,1,3,,,1,,,,,,,,,,,,,,,,,1,4,2,1,,5,,3,,,,,,,,,3,2,2,3,,,,,,2,,,,,,3,10,1,0,2,2,4,1,5,2,2,4,0,0,0,0,0,0,4,1,5,2,2,4,1,0,0,3,0,4,0,25,25,25,25,1,1,2,3,0,0,2,1,0,3,,,2,4,,2,1,99,1,0,0,0,0,100,230,408,151,314,79,93,52,100,-106,-226,2,4,11,14,0,0,80,20,0,0,100,1,12,2,,1,2,1,17,31,,100,0,0,0,31,35,34,100,0,231,0,40,271,3,2,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,1,2,3,3,4,3,3,3,2,3,3,3,3,2,,4,,1,0,4,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,1,,,,,2,,,,,,,,13,19,,,,,,,,,,,4,2,3,2,3,3,2,2,3,3,3,4,3,3,3,7,,,1,4,5,3,4,4,3,2,3,3,4,3,4,4,4,4
1531,법인,46.129,1,1,2,2,1,2,33,20499,1,1,충북,음성군,C20499,C,20,204,2017,2,1,,2,4,,,1,,,,,,,,,,,,,,,,,2,5,3,4,,6,,2,3,,,,,,,,3,1,,3,,,,,,,,,,,,2,20,2,,,,4,1,5,4,1,5,0,0,0,0,0,0,4,1,5,4,1,5,1,1,1,2,0,5,20,0,80,0,0,1,1,1,2,1,1,0,0,0,2,,,5,2,,1,2,13,15,0,0,0,72,100,614,513,551,681,63,-167,343,491,17,-230,5,13,13,-231,5,0,75,0,0,20,100,2,,2,,1,50,1,20,70,,220,0,0,0,32,20,48,100,20,10,0,120,150,3,3,,2,,,,1,0,0,2,0,3,4,0,0,0,3,7,3,,,2,1,1,1,3,4,3,4,4,4,3,3,5,1,2,3,,10,0,3,2,,,,,,,,,3,5,,,,,,,7,3,,,,,,,,,,,,,,,,,,,2,,,1,11,,2,,,1,6,,1,6,,2,2,2,,,,,,,,,,,,,,,,2,1,3,6,3,10,,,3,10,3,10,10,15,,,20,25,20,25,,,,,,,,,1,2,3,3,4,2,2,2,3,3,2,3,2,2,1,4,,,1,2,3,4,3,3,5,5,5,4,2,3,4,4,2,3
1532,법인,46.129,1,1,2,4,4,27,33,27215,1,2,충북,청주시 흥덕구,C27215,C,27,272,1992,4,2,20,2,4,,,2,1,49,3,1,,7,,5,,,,,,,,,1,2,5,,,6,,6,,,,,,,,,3,1,,1,,,,,,,,,,,,1,10,2,,,,8,0,8,6,0,6,0,0,0,0,0,0,8,0,8,6,0,6,1,5,0,0,0,6,50,17,33,0,0,2,,,,,,,,,,3,,6,5,,1,2,0,40,60,0,0,0,100,1259,1284,460,483,799,801,1263,1215,12,18,8,16,3,2,0,0,100,0,0,0,100,2,,2,,1,220,2,,220,,220,0,0,0,100,0,0,100,0,30,0,0,30,4,,3,1,3,,,2,0,0,0,0,2,0,0,0,0,0,0,3,,,3,2,3,3,5,5,3,2,3,3,2,3,4,1,2,1,,70,0,4,,,,,,,,,,,,,,,,,,4,9,영업,,,,,,,,,,,,,,,,,,1,3,,1,6,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,4,1,,,,,2,,,,,,,,20,40,,,,,,,,,,,9,11,3,2,3,2,2,3,3,3,3,3,3,3,2,3,,,1,3,4,4,5,3,3,3,3,3,3,3,3,3,3,3
1533,법인,19.643,1,2,2,4,4,24,33,27216,1,2,충북,청주시 청원구,C27216,C,27,272,1995,4,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,5,,,6,,6,,,,,,,,,3,1,,1,,,,,,,,,,,,1,17,2,,,,16,2,18,16,2,18,0,0,0,0,0,0,16,2,18,16,2,18,3,15,0,0,0,18,78,5,12,5,0,1,2,0,2,0,0,2,0,0,2,,,5,6,,1,2,0,0,100,0,0,0,100,3187,3731,948,1432,2238,2298,5240,4296,451,201,10,12,205,150,30,0,40,0,0,30,100,2,,1,500,2,,2,,500,,500,0,0,0,100,0,0,100,10,0,0,0,10,4,,1,2,,,,3,0,0,0,0,3,0,0,0,0,0,0,3,,,3,1,2,1,5,3,3,3,3,3,3,3,4,2,,1,,9,9,1,1,3,,,,,,,,3,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,5,3,2,,,,2,,2,,20,25,,,5,10,20,25,1,3,,,,,,,3,11,1,1,1,1,1,1,1,1,3,3,3,3,3,7,,,2,3,3,4,4,5,4,3,5,5,4,5,3,3,3,3
1534,법인,3,10,3,2,4,4,23,33,41224,2,2,충북,청주시 서원구,F41224,F,41,412,1996,4,1,,2,4,,,2,1,71,3,1,,5,,5,,,,,,,,,1,2,3,1,,5,,5,,,,,,,,,1,1,,1,,,,,,,,,,,,1,0,2,,,,46,3,49,45,2,47,0,0,0,0,0,0,46,3,49,45,2,47,7,0,9,4,27,47,15,17,68,0,0,1,2,0,2,0,2,0,0,0,2,,,6,2,,1,2,82,0,0,0,0,18,100,21914,20482,13182,8445,8732,12036,24825,33308,2669,3892,225,293,2163,3300,60,10,10,0,15,5,100,2,,2,,1,1978,2,,1978,,1978,0,0,0,100,0,0,100,0,307,0,0,307,4,,1,1,4,,,9,5,0,0,0,14,0,0,0,0,0,0,3,,,3,2,3,3,2,3,3,3,3,3,3,3,3,2,,3,,20,6,1,2,,,,,,,,,3,5,,,,,,,2,5,,2,1,4,4,,3,3,,,,,,,,,,,1,3,,1,4,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,2,,2,,2,,2,,18,25,18,25,18,25,18,25,,,,,,,,,9,3,3,4,4,3,4,4,3,3,3,4,4,3,4,5,,,2,3,4,3,3,4,3,4,3,3,4,3,3,4,2,3
